reviewId,userName,rate,reviews_text,tanggal reviews
393675b2-f56a-46ef-8963-f6da2be74dd0,fenisya nurmadiani,5,bagus bangettttt,2023-06-21
11969f1e-18c1-4925-956a-760e02e685ce,ilham satria hidayatullah,5,pelayanannya cepat dan saldonya aman,2023-06-21
9c5ed866-5c14-489e-849c-79b2f9e69843,sindhi dara,5,"aplikasi ini cukup lengkap billernya jadi banyak pilihannya, billernya juga terpercaya. sejauh ini aku make saldonya pasti aman. apk ini juga helpdesk cepat responnya. produk-produk nya lengkap. dan yang pasti mudah banget diinstal.",2023-06-21
c3ab795f-2a4d-43b1-a390-0de89797c34d,silvia putri intanty,5,aplikasinya bermanfaat banget dan terpercaya,2023-06-21
606323d9-7f37-45c2-916b-a192c73531ac,rifki azmi,5,"lengkap billernya serta terpercaya saldo yang ada aman, cepat helpdesk nya dalam merespon keluhan",2023-06-20
6dff1431-5cc3-4563-9bd3-0d0f998c2053,dava anandia fahrezi,5,produk lengkap,2023-06-20
28f6bfe7-8077-4cfd-abfc-7d0393873eda,tarisya elz,5,sangat terpercaya,2023-06-20
f9c34d5f-718b-44f0-a431-f84bf9ddd432,dinda rahma annisah,5,instalnya mudahh kerenn,2023-06-19
33fabdd1-7ac3-47b8-8961-f757114b8765,eperaim christmas ginting,5,"saldonya terpercaya, aplikasi nya menarik",2023-06-19
fb0b2064-300f-49fa-8ff7-8e98ade877e2,firdausi khoirun nisa wibowo,5,"mudah instalnya, produknya lengkap banget, halp desk cepat responnya, aplikasi terpercaya nih❤️",2023-06-19
1c6d2a83-e3a6-4050-a9af-712b02c98d43,adinda kamila,5,respon helpdesk cepat,2023-06-19
f8c902fd-14df-43a0-9186-c351aacb6ab4,maria kronika,5,sangat bagus,2023-06-19
5f527098-797a-4c89-a1a1-04f0a6ddc20a,khairunnisa amanina fauzi,5,produknya lengkap dan instalnya mudah,2023-06-18
b980cfe1-a111-4e73-a529-86fa6057586c,ihsan surrender,5,baru kali ini dapat aplikasi yang bagus seperti ini,2023-06-18
0cdb0709-fb23-4607-b747-cee700245127,hafizh fachrurriza,5,aplikasinya inofatif dan menarik,2023-06-18
28cb3853-2e6c-43aa-8777-849bf777555d,cindy monica,5,"aplikasi mudah digunakan, fiturnya lengkap dan disertai petunjuk penggunaan yg jelas",2023-06-18
8b3ebbb6-139b-4c68-ab7d-46d3406f5c3f,frnh,4,"topp👍, penginstalan aplikasinya mudahh dan respon helpdesk nyaaa cepatt",2023-06-15
6e235d03-bc40-4509-87dd-3818ad020a33,bagus satryo,5,terpercaya,2023-06-15
eb374bd8-b4c0-4dd6-b971-ab859cdb6864,endras sukarti,5,aplikasi sangat aman dan terpercaya,2023-06-15
91ba2039-640d-4be5-b6f6-97f45ccc9ecf,aisyah putri,5,lengkap billernya terpercaya saldonya aman helpdesk cepat responnya produknya lengkap instal mudah,2023-06-15
cc9eaf50-59a2-4193-9577-4b0da3631ce7,amelia putri desvita sugiarto,5,"lengkap billernya,terpercaya,saldonya aman,help desk cepat responnya,produknya lengkap,install nya mudah.",2023-06-15
2dc2e661-c058-4e6c-9853-4dd4c7d55dab,alfio nathanael silalahi,5,"saldo aman, terpercaya",2023-06-14
6bff25f2-ceea-4d4e-81e8-638002647aba,aldi yoga,5,trusted,2023-06-14
b02f0d3a-8bea-4f70-bbeb-8bac9d17c083,salwa putri,5,"aplikasinya baguss billernya juga lengkap, terpercaya dan saldo saya amannn👍👍",2023-06-14
f6435323-e49b-4ee3-a1b1-fb7eb3600b33,daffa fadlila,5,responnya cepat 👍,2023-06-14
964ac034-ff60-4c15-901a-332fba318bad,ithoel zunita,5,"instal mudah dan cepat, helpdesknya juga cepat tanggap",2023-06-13
308a90c3-5b0d-4698-9e29-c74dacbe565a,ilham hanif naufal,5,"bagus appnya, membantu bangett",2023-06-13
5628b8fa-5505-4175-801f-787d20acc27b,dela w,5,"lengkap billernya, saldonya aman/ helpdesk cepat respon, produknya lengkap bangett",2023-06-12
0d399c90-a0c7-46a3-ad41-164d81b1e566,adnanta charismawan,5,billernya lengkap saya jadi suka,2023-06-12
dae3845f-21d0-4433-b947-f3e2bd8c1078,annisa fema fadila,5,helpdesk cepat merespon,2023-06-11
a84108f8-95ca-49b4-aeb7-f5641acd7bcc,ini pajri,5,helpdesk cepat responnya,2023-06-11
8048db7b-d16b-40e3-9275-a78e2b105b95,syifa aulia,5,aplikasi nya mudah dipahami dan respon helpdesk nya cepat,2023-06-11
5ce0b4f9-230f-4a96-8829-fec20068ee17,dela aulia safira,5,"aplikasinya mudah dipakai, simpen saldo disini aman-aman aja sih",2023-06-11
5fe36b0a-b53b-470e-8a31-39e682177ea6,muh saleh,3,sudah terdaftar tapi belum diverifikasi,2023-06-09
2ba3bf99-d547-45bb-9121-5c32da1b82b9,wayan farel nickholas sadewa,5,aplikasinya membantu banget untuk bayar tagihan dengan cepat dan mudah,2023-06-09
e807bdc4-272c-47fd-b0a2-94d9cc36c44b,sida nanda,5,fitur aplikasi lengkap tanpa bug,2023-06-09
1f121b55-58b6-44fa-b377-8c61ef768150,i ngurah komang agus suryadiyatmika. s,5,apliakasi yang bantu banget di era digital saat ini,2023-06-09
fb2c1860-69af-4a08-b89e-21a33e02324b,gita nirmala,5,interfacenya friendly banget jadi ngak rugi instalnya,2023-06-09
116a2589-d3ac-4a62-abe7-7baa11fe5faf,zerina,5,aplikasi yang rekomendasi banget bisa digunakan di hp dan pc,2023-06-08
62e48e0e-ffc9-469c-b2ad-e598e79884de,ayu juliana,5,saldo saya tetap aman menggunakan aplikasi ini,2023-06-07
12d843c9-4f4a-482f-bf02-d9a08927f78c,wina septhiana,5,billernya lengkap dan penggunaan aplikasi yang mudah,2023-06-07
4c6d66b8-9c57-43c7-aa18-c3df3ed26d5c,ida bagus satrya masyana citarsa,5,produk yang disediakan lengkap,2023-06-07
138f12e5-58bb-4b0d-a249-895d84994467,wak barab,1,saya udah daftar tapi udah 4 bulan lebih akun saya belum terverifikasi. mungkin kita harus kekantor pos biar bisa daftar ya.,2023-06-07
79b02f35-3111-4654-b32e-76ea31e67adb,putu ardi sudarmika,5,aplikasi ini lengkap banget billernya,2023-06-06
66f34f2a-be5f-46bf-9600-3496ab2b1dd3,gustu ryan,5,helpdesk cepat respon,2023-06-06
0ab6a7b6-1aad-4565-a827-1e580dbfaff9,happy nirmala,5,saldo saya aman menggunakan aplikasi ini,2023-06-06
9e56c052-71cc-4af3-aa67-b4e330a38745,andrian una,1,susah daftar harus pakai kode master agen,2023-05-31
db25aeeb-b044-4bfe-91d4-44040fa1a11a,ari rifki,5,"billernya lengkap, aplikasinya mudah digunakan",2023-05-28
8a3cdb9f-5f5d-4dd7-af38-53dd432a27b7,azis 6,5,sangat membantu untuk agen pospay indonesia,2023-05-28
b7986313-e6bf-4ea6-9489-7e8b7e39d696,nat,5,"mantap, sangat rekomen buat alternatif isi ulang👍",2023-05-28
7286e384-935e-45e2-9ee5-42f89842bf8b,ridwan wahid,5,sangat mudah installnya dan juga terpercaya,2023-05-28
4383d4ec-893d-4712-a318-fc119a62eaa0,alifa fadhila,5,"aplikasi yg bantuu bgt di era digitalisasi saat ini. terpercaya, fiturnya lengkap, penggunaannya pun simpel dan mudah 👌",2023-05-28
3f14e7ef-9d83-4f08-bcc4-1609e4af532a,siti salimah,5,"apk nya ringan, mudah digunakan, interfacenya juga friendly. menu nya lengkap, membantu banget buat buka usaha di rumah",2023-05-28
f8be6eee-3de2-45e9-9f35-5bcb43df0417,yanuar rizky,5,instalnya mudah dan respon helpdesk sangat cepat,2023-05-28
662c6fd6-6803-4b0b-9353-ec9701e30a4c,listia dewi,5,"terpercaya, aman saldonya, install mudah tapi sayang ga ada di appstore, produk lengkap",2023-05-28
4049e0f8-4be8-4143-a915-de15de86aa3b,alexander errangga sevano benito,5,aplikasi ini sangat bermanfaat namun masih perlu beberapa pengembangan agar user dapat lebih nyaman menggunakannya.,2023-05-28
4adc735e-3fc7-482f-9162-8b25eb7f7379,aditio pangestu,5,helpdesk cepat respon dan terpercaya,2023-05-28
50d86f51-5da0-4f90-bbb8-2bbe2149ad9e,jidhan humaid,5,"appnya mudah untuk diinstall. billernya lumayan lengkap, produknya juga. mantap",2023-05-28
3ebc86e2-34a7-4102-9f3c-997297ac846e,nelsya meyriza pramusella,5,"lengkap billernya, terpercaya, saldonya aman, helpdesk cepat responnya, produknya lengkap, instal mudah, dll",2023-05-28
8f46b137-84a1-4251-9ee7-f56730219207,dea maharani,5,"aplikasinya bagus, sangat membantu. instalnya juga mudah dan terpercaya",2023-05-27
07c8d8e8-4476-41ce-89bd-f22e5bdc0540,drizzle,5,proses penginstalan mudah dan cepat. saldo yang disimpan di sini juga aman dan helpdesk juga sangat membantu.,2023-05-27
d461d36e-ae77-40ec-8cbf-6257d8e595d4,dhara tian tiara,5,gampang digunakan dan lengkap sekali 👍,2023-05-27
45e547fe-dfd3-4b52-8031-4dd2eb07b779,miranda ajeng dinata,5,instal mudah dan helpdesk cepat responnya,2023-05-27
77b7db8b-0eda-4fb9-8023-7f92e2a87324,vania a widyarukmiyanti,5,mudah diinstall,2023-05-27
89a2e907-498a-4eb7-8705-304056454a2d,sakha channel,5,mau jadi agen gimana caranya ?,2023-05-22
a2e55fe4-4968-416e-bdfd-1eaf25af861f,rhyhana anime,1,ini kenapa saya gak bisa masuk pospay agen yah. disuruh konfirmasi email mksdnya gmn yah?,2023-05-19
dbfa1a82-838f-4a45-a47d-43d32518efb8,dek nabila chanel,5,kode master agennya berapa,2023-05-19
b2db14c6-65b3-4b66-8232-9e191f76a057,i gusti ayu junita dewi,5,pospay agen emang keren😍😍,2023-05-18
03f5525c-5b3c-42f6-ab85-873b63d12aeb,rusdin cs,1,sudah di lakukan daftar tapi belum bisa aktif jadi agen nunggu sampai 5 hari belum juga di aktifkan,2023-05-16
12417b17-7c98-4f21-aa87-95d1abb4a851,liza budi,5,"selamat siang min. mau nanya cara pembayaran pbb kab. bungo gimana ya. saya coba, gagal terus min. mohon bantuannya. terima kasih",2023-05-11
5696e39e-93d6-4dc3-98b2-9fe16e15ff20,tegar sept,5,mau ganti nomor hp gimana caranya..nomor hp yg di pakai di pospay sudah tidak aktif lagi,2023-05-07
1b8be0c4-3016-4631-979f-42ad662ba9af,junaidi hartono,3,saya kenapa tidak di setujui jga tidak bisa daftar,2023-04-29
a33713c5-1896-4cad-89fd-5bee3456525d,cak manri,1,"fee kecil ... sistem downline menambah beban biaya jadi mahal, saya yang modal tapi yang untung upline 😆, auto uninstall enak di upline gak enak di downline aku yg modal. km yg untung.",2023-04-26
bc9e6e5f-9711-4861-abb4-b0566c315698,akbar abai,5,oke,2023-04-26
034af562-2c4f-4792-ad2b-bb96539b931c,muhammad taufiq bukit,5,good,2023-04-25
51b3b33b-3a21-415e-87cc-d0fa513f6529,beni setiawan,5,"aplikasi yang sangat membantu sekali,, simpel dan proses transaksi cepat... mantab",2023-04-20
93e1c40e-21fc-4029-b88d-d7b95bcf541e,yuliati dgmalino,5,pospay memang mantap,2023-04-17
2a70482a-9a05-445e-b4dd-8b762911ecc4,yuli tatin,1,saldo susah masuk nya gimana ni min dr kemaren mana besar lah,2023-04-11
75a75f78-7d0a-44d5-92fe-2eaecb151ce6,dedi sartono,1,kenapa saya tidak bisa daftar aplikasi ini padahal saya udah ikut arahan tp no saya belom jga terverifikasi dan msh dalam tahap registering sampai sekarang koq bsa susah gt y,2023-04-08
89adfeb3-86c1-4376-a221-28977e7f1df5,ade saepul rohmat,5,top,2023-04-06
3a5542c4-90d8-4fbf-bd34-6c922f4c9d0c,yohangga pramudya,1,dimana saya harus menghubungi cs saya gagal terus ketika registrasi,2023-03-27
9a0de651-a229-47c1-b37b-0ba58ee39cbf,herlina r manurung,5,ppob lengkap.,2023-03-26
8544d278-7974-4d5a-bdb4-42395ff2cf13,ika sibarani,1,"1 harian mau daftar gak bisa2, ini aplikasi susah sekali.",2023-03-24
7ec1f7da-9dd7-4358-9a72-639b9222c702,re as,1,saldo saya belum masuk...saya sudah top up tapi sampai saat ini belum masuk saldo saya..sangat mengecewakan...bukti transfernya saya sudah krmkn ..tapi belum masuk...saya sudah menunngu 24 jam tapi belum masuk,2023-03-22
cae3093d-29a4-4012-92e9-80eec83ee961,edi p,1,registrasi susah bgt,2023-03-20
5386cd67-f5d7-428c-8f3c-38dfa29c5576,widhi ganestry,1,maaf ini ada apa kenapa pospin sekarang tidak bisa jual pulsa dibawah 50rb ? apa ada masalah atau ada perubahan? mohon penjelasannya,2023-03-18
6fbb1e13-8f49-4522-b59b-7964da2ae644,julius parhehean,2,"katanya agen pulsa tapi isi ulang pulsa sering kosong,, itu yg sering buat kecewa,, untuk tampilan dan keamanan sudah bagus",2023-03-17
c31a1e4c-78f1-4a85-b99e-017db2648700,medi datkun,1,"bagus kantor pos punya inovasi. pospay hanya bisa isi pulsa, kuota, e-money untuk nominal 100rb ke atas. tadinya bisa, sekarang¿??? gimana mau bantu share ajak yang lain. ini aja merepotkan,apabali ngajak. malu nantinya. katanya mau segera di perbaiki,sudah lebih 3 minggu belum ada perubahan",2023-03-16
835e86d3-0b48-4f11-933d-dd2bc4dbbb4f,jhohan syah,5,gimana bila ada masalah di pospay agen ni to pengaduan masalah transaksi?,2023-03-12
e7b01787-ec92-4e8c-aad9-0a60ff60fccc,ayah esa,5,mau topup saldo maxim ko gagal terus sih min hmmm,2023-03-09
4ea97c99-3750-4103-a9aa-deeb1facdea9,melysa iskandar,2,tadinya lancar2 ajja pke aplikasi ini tapi mw isi saldo va mandiri gagal trs knpa siih gangguan atw gimana kk??hrs y di info klu ad gangguan atw apa ajja,2023-03-06
48651465-1336-405d-b991-c79dd05f4aac,sayun aini,3,komisi kpn masuk kesaldo sudah 1 bulan blm jg masuk ??,2023-03-02
2b9531d4-01ef-4b10-88f2-86ffca14cb65,san purnama,5,sekarang sudah bisa tarik tunai juga pokonya mantap,2023-03-01
476eb320-3e7b-481a-8e7a-d860919ef156,bayu frana yoga,5,"saya sudah rasakan manfaatnya, kapan giliran kalian",2023-03-01
856a26d4-d56b-456c-8b23-d91fb0b26cd2,qorban janji,4,"pas lagi registrasi tiba2 kluar aplikasi.. pas coba daftar lagi..nomor hp sudah terdaftar, pas lanjut isi data terus klik kirim tapi ga bisa karna nomor hp belum terverifikasi. ini gmn ya?",2023-02-24
5a681b4e-4bf4-492e-89b0-591089682ddb,bigmike phanata,5,sampai saat ini aman terkendali.....membantu sekali,2023-02-24
bb4d59f1-6239-44fa-986d-909d1cd84242,medy alfarisi,1,apakah menu telkom dan pembayaran pln menghilang? serius gak bkn aplikasi?,2023-02-20
a536fad4-ac4b-4675-b7c6-16f7e586b187,nur badriyah,1,saldo kok tiba2 hilang ya,2023-02-20
d4d4563d-b900-4337-865c-38aa122efa20,ranger merah,3,"saya mencoba daftar tetapi nomor saya status sudah digunakan agen lain, kan binggung baru jg mau daftar dan buat, adakah solusi",2023-02-17
2ee5c68d-6b0c-431c-b50c-da722eb3bbb0,purnama irawan,5,mohon buat virtual account bri supaya gratis admin kalau top up saldo,2023-02-12
533d07a0-69cb-43fc-86b8-71e4d0394277,murdi ansyah,5,baru pakai aplikasinya dan sangat berguna untuk beli pulsa juga bisa dan berbagai pembayaran lainnya. tolong tingkatkan lagi aplikasi nya🙏🙏🙏🙏,2023-02-09
95597c33-353d-4f9f-bd84-04cebe37f92f,gilang 123,5,"terima kasih pospay agen, proses pembelian tiketnya sangat mudah dan cepat. serta terasa aman",2023-02-09
c1d766d6-8065-452f-9a87-d81d94e2bf1c,aan ma'ruf,5,registrasi melalui aplikasi ini sangat mudah dan cepat. saya merasa senang karena prosesnya sangat sederhana dan tidak memakan waktu lama...,2023-02-09
609fbeca-d0c7-4572-a58f-6075c648810d,al farabi,5,dari segi pelayanan cs sangat bagusss. dan banyak juga manfaat aplikasi nya. lanjutkan terusss👍👍👍,2023-02-09
fad8d87f-19a9-4b90-8d70-8c65a52b0943,aswan wono,5,pembelian tiket melalui pospay agen sangat menyenangkan.proses cepat sangat membantu.maksihh,2023-02-09
9b47fc59-0124-4fea-a4bf-09980fa8762b,nasrul yt,5,"menggunakan pospay agen untuk membeli tiket membuat saya merasa tenang karena prosesnya sangat aman,,,,,,",2023-02-09
d2f49379-cfd1-4184-852e-4053255c853e,aswad 10,5,sangat memuaskan beli tiket melalui pospay agen. prosesnya sangat cepat dan aman. baguss aplikasinyaaaa,2023-02-09
03ccc163-7f81-44a7-9e92-015928393acf,jepri jepri,5,proses pembelian tiket melalui pospay agen sangat mudah dan cepat erasa aman dan nyaman....,2023-02-09
da574511-2467-4713-96b7-fe9635947044,juan sar,5,"tidak perlu repot dan bingung untuk membayar tagihan, pembayaran online sangat membantu🤩🤩🤩",2023-02-09
dae590f8-6778-4079-bb83-dcf6517eaa5a,outlet style_ hijab,5,"mudah dan aman, pembayaran tagihan online membuat saya lebih percaya diri. baaaaguss banget aplikasinyaaaaaa.",2023-02-09
bb474c15-245f-44d4-9bae-ca4b68af28a9,talia mv,5,metode pembayaran yang aman dan mudah membuat saya merasa lebih efisien. mkaaaassssih👍🏻👍🏻👍🏻👍🏻,2023-02-09
2870526f-6142-4cb1-a462-203163db822e,iqbal iqbal,5,"sekarang, saya tidak perlu khawatir tentang keterlambatan pembayaran tagihan asuransi berkat aplikasi pospay agen ini.....",2023-02-09
e8f8c400-0a8d-4d43-8311-efb70acf31f0,ajhi tsds,5,saya suka aplikasi ini. beberapa kebutuhan saya yang berkaitan dengan tagihan jadi lebih cepat...,2023-02-09
b394d4e6-9ded-425a-b600-7f3fe92b4330,mr. bangpull,1,komisi tidak jelas,2023-02-09
0d339d89-0b73-4efe-be9b-a48c26cce8dc,abisatya bhaskara ganendra,5,"tidak perlu antri atau membuang waktu untuk membayar tagihan, semuanya bisa dilakukan dengan mudah dan cepat🙀🙀",2023-02-09
0169bf76-9b72-4f72-8284-91b5187b328b,nur fadillah,5,menggunakan layanan ini dengan tidak adanya biaya instalasi dan batasan deposit membuat saya merasa puas dan tidak merasa terbebani oleh biaya tambahan. mkasih pospay ageenn,2023-02-09
b9d94c9e-33f2-4337-972d-fce6a6b9fceb,hamrannakmandar hamran,5,terima kasih kepada cs24 jam yang selalu siap membantu dan memberikan solusi yang terbaik untuk setiap masalah saya. good service..🖒🖒,2023-02-09
2ca932c0-368b-44c4-bc8f-884cfa47f337,tipalayo army,5,proses top up deposit melalui aplikasi ini sangat mudah dan efisien. saya dapat melakukan top up deposit dalam beberapa menit saja. sangatttt membantttu,2023-02-09
3447c82a-4eda-4780-ab0e-636c2ffb7520,green tea,5,terima kasih atas kemudahan top up deposit saya bisa melakukan top up deposit dengan cepat dan mudah lancar terusss,2023-02-09
6e00ce5f-fad6-4e95-b664-c69dd93f4ad7,adi apriansyah,5,top up deposit melalui aplikasi ini sangat mudah dan cepat. saya bisa melakukan top up kapan saja dan di mana saja👍🏻,2023-02-09
95c49e3e-b1a0-4947-aab8-24b309f9bac9,adi realme,5,pembayaran tagihan sekarang menjadi lebih praktis dan efesien tidak perlu khawatir lagi tentang terlambat membayar tagihan,2023-02-09
a61a83b9-dc85-46ee-8685-b881cc6dcc5d,ilhanansar ilham,5,support cs sangat memudahkan saya dalam mengatasi masalah dan mempercepat proses pemecahan masalah...,2023-02-09
cdba7fb7-99ef-471f-a5bb-e60420657d7f,miska,5,pelayanan cs 24 jam sangat membantu karena saya bisa meminta bantuan kapan saja dan mendapatkan solusi yang cepat dan efektif👍🏻👍🏻👍🏻,2023-02-09
a83ee23d-668f-4c6a-b327-82de429cf962,muhammad asrul,5,"aplikasi pospay agen ini sangat luar biasa manfaatnya karna bisa digunakan untuk pembayaran online ,transfer ,atau juga sebagai agen pulsa...👍👍😊",2023-02-08
898484b1-e110-4210-aa7e-0a338830127e,asrar saputra,5,𝘛𝘪𝘥𝘢𝘬 𝘱𝘦𝘳𝘭𝘶 𝘳𝘢𝘨𝘶 𝘶𝘯𝘵𝘶𝘬 𝘮𝘦𝘯𝘨𝘨𝘶𝘯𝘢𝘬𝘢𝘯 𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪 𝘱𝘦𝘮𝘣𝘢𝘺𝘢𝘳𝘢𝘯 𝘥𝘪𝘨𝘪𝘵𝘢𝘭 𝘪𝘯𝘪 𝘬𝘢𝘳𝘦𝘯𝘢 𝘴𝘶𝘥𝘢𝘩 𝘵𝘦𝘳𝘣𝘶𝘬𝘵𝘪 𝘵𝘦𝘳𝘱𝘦𝘳𝘤𝘢𝘺𝘢.. 👍,2023-02-08
7c26fb15-cd5a-47b2-a318-d68f5226ad71,aldhy drop,5,kemudahan dan kenyamanan yang ditawarkan oleh aplikasi ini sangat bagus,2023-02-08
cc2c0a86-b2ec-4f12-8942-a9f28e545fd9,rahman gaming,5,kemudahan dan keamanan yang ditawarkan oleh aplikasi ini membuat saya merasa nyaman...,2023-02-08
33472d27-10ac-4223-9246-8ecd7428fa69,salsabila faizah,5,saya sangat merekomendasikan aplikasi ini untuk semua orang yang mencari aplikasi pembayaran digital yang terpercaya..🥳🥳,2023-02-08
4bb02d3e-b43f-4081-83d0-94c3921423e8,ersa wahyu,5,menjadi solusi terbaik bagi saya dalam membayar berbagai tagihan bulanan.😉😉😉,2023-02-08
16623334-94fc-4dd7-9f75-bc6461abfc08,alvern,5,menghilangkan kerepotan dan waktu yang dibutuhkan untuk mengurus berbagai tagihan.......,2023-02-08
13f41393-b260-4ac4-b50f-f77114ea7c16,muhammad saugi saugi,5,"sangat mempermudah proses pembayaran tagihan bulanan, cepat dan aman.🙏🏼",2023-02-08
acf34e41-6c41-4894-a2dc-bbc8b45d4c1b,reyhan juliansyach,5,"tidak perlu menggunakan banyak aplikasi untuk transaksi dan logistik, semuanya tersedia dalam satu aplikasi yang mudah digunakan.",2023-02-08
a6e597c8-885d-4775-b11b-1a0259cb1408,muhammad wigunah,5,user-friendly interface dan banyak fitur yang membantu bisnis saya berjalan dengan lancar. coba sendiri deh biar bisa rasain kemudahannyaaa,2023-02-08
9dacb1dd-66de-4e0b-bed8-15502c5063d6,rie yan,1,aplikasi gak beres n saya merasa tertipu,2023-02-08
40dfc007-42cb-49da-a3a2-303443716c48,03 rosmalinda aulia putri,5,"fitur lengkap dan mudah digunakan, menjadi solusi all-in-one bagi bisnis sayaaa..",2023-02-08
d3a51a55-9dba-43f0-8b92-22180f048dbd,irenita irenita,5,"kemudahan dalam satu aplikasi, mempermudah pengelolaan keuangan dan logistik bisnis🤩🤩",2023-02-07
3926a9a3-e5e6-42b5-99ac-d654544188d9,abd rahman,5,bisa menangani pembayaran tagiham dan pengeriman barang dalam satu aplikasi mempermudah monitoring bisnis,2023-02-07
5fe8a95c-323f-4c15-8365-f7b35ac7c28d,aging,5,"cepat, mudah dan praktis, aplikasi ini membantu mempercepat proses bisnis saya. thank u....👍🏻",2023-02-07
e459cfb8-4445-4201-ae87-0e9c953ad391,firman orion,5,"menghilangkan kerepotan dengan beberapa aplikasi untuk transaksi dan logistik, kini semuanya terintegrasi dalam satu aplikasi. good ..",2023-02-07
2452aceb-c9cf-464c-b1ff-4d0e7ef4db56,fitra fitra,5,"semua biller pembayaran penting saya bisa temukan disini, sangat membantu. makassssih",2023-02-06
546b2ef2-230b-4ad1-b7e4-611a85a47bac,muh ilham mauladi akbar akbar,5,sangat praktis dan mudah digunakan apalagi untuk transaksi online yang harus cepat dan terpercaya. wajib coba nih,2023-02-05
4ea1f469-5117-4e0a-a844-a73cd68fd0ab,muhammad rhisky daeng manassa,5,hemat waktu dan biaya jadi lebih baik dengan pospay agen,2023-02-05
3269ab63-4940-4895-a9c4-507021d7c48d,muh sapril,5,"tidak ada salahnya mencoba,pasti tidak akan menyesal🤩.saya sudah coba selama 1tahun,alhamdulillah berkah,,,,,",2023-02-05
58277a20-1a04-4d20-adf2-98a5c9983553,muhammad adil,5,sudah banyak kali saya menggunakan aplikasi ini dan selalu terkesan dengan fitur dan biller pembayaran yang lengkap. thankssss,2023-02-05
00a9eb05-558c-4d73-881e-2f99829b6929,hamma ali,5,sudah banyak kali saya menggunakan aplikasi ini dan tidak pernah mengalami masalah.,2023-02-05
c800e1a1-5cd2-43b2-b91c-17fa36150fd5,farhan farhan,5,aplikasi ini membuat saya tenang saat melakukan transaksi online karena keamanannya sangat baik,2023-02-05
62f12cc0-2103-4f5f-9f01-e09577832644,fahmi latif,4,saya sudah mencoba beberapa aplikasi pembayaran digital tapi yang ini paling terpercaya,2023-02-05
35e1e76d-604c-4d0c-982e-35c81c9b438d,qienkaa putri,5,"fitur yang user friendly dan biller pembayaran yg sangat lengkap, membuat transaksi pembayarn jadi lebih mudah. good",2023-02-05
ef0c985a-1c35-4675-b667-86a10ee774b0,mukhrima alyani,5,"banyak pilihan fitur yang mempermudah transaksi pembayaran, seperti autodebet dan pembayaran bulanan🤩🤩🤩",2023-02-05
1ece0adb-5e1d-4d2b-b627-e75506df8e67,mirna 2904,5,banyak fitur menarik yang bisa digunakan 🎉,2023-02-05
2047d896-0aba-484b-9fe8-ff48763e0ccd,"sains ,a _salsabila arifin",5,transaksi jadi lebih cepat dan praktis dengan pospay agen 💻. sukses terus aplikasinya,2023-02-05
4ba37c1c-3ab4-49a5-9ce6-4d7691a71c71,iin indrianti,5,user interface yang simple dan mudah dipahami 🙌🏼. mantap aplikasinya,2023-02-05
058f33f5-cafc-4e05-9b80-ca0ad86d7a19,alfinah,5,"pospay agen memberikan banyak kemudahan dalam melakukan pembayaran👍👍, dan pastinya akan memberikan cuan lebih banyak.",2023-02-05
4335dfe7-5f0f-4a46-9534-317d658189c6,cndr 12,5,"pospay agen menawarkan banyak promosi menarik dan bonus, membuat pembayaran lebih menguntungkan. nice aplikasi☺️☺️☺️🙏",2023-02-04
72677b49-4dd8-42e5-9278-81cf52d632a9,aksan alfani,5,"pembayaran mudah dan cepat melalui pospay agen, makasih!!!!!",2023-02-04
eccd6568-008c-4f66-94d3-1dd6d0d274a2,juan juan,5,pospay agen memiliki banyak mitra bisnis yang memudahkan saya dalam melakukan pembayaran dan meraih cuan lebih banyak. thanksssssss,2023-02-04
fb29cedd-4ea2-45ca-9b61-d586ee069d4c,arfa polman,5,"bayar dengan pospay agen,tidak perlu khawatir akan kehilangan uang......🙏🙏🙏",2023-02-04
ac9ef09b-b66f-48a1-acd0-cf48c60bbbb5,nadya ningsih,5,"sudah banyak klien saya yang mempercayakan transaksi keuangan mereka kepada pospay agen, dan hasilnya sangat memuaskan. klw tidk percaya boleh dibuktikan sendiri👍",2023-02-04
7b51795f-f48c-44ae-9ac4-4924e922f398,muhammad aril s,5,aplikasi bermanfaat. pospay agen memiliki banyak partner bisnis yang memudahkan saya dalam melakukan transaksi😉😉😉,2023-02-04
e77840b3-aa5d-4b13-b457-7b817fadc418,dini amelia,5,sejak saya pakai pospay agen membantu saya mengelola keuangan dengan lebih baik dan menambah penghasilan....,2023-02-04
c7116a2a-d11a-47ea-ad17-fc87efa0d11c,putri cahyani,5,sangat menyenangkan bisa berbagi kemudahan bertransaksi dengan orang lain melalui pospay agen. salut sama aplikasiii nya 🙏,2023-02-04
53dfc7b5-afd4-48eb-b011-c6dc46dd0c89,risman bro,5,baru menggunakan aplikasi pospay. ternyata banyak juga manfaat nya. semoga bisnis saya makin lejit....🙏,2023-02-03
3b68662c-1dd2-403b-b3dc-e0e14421dedf,alfonsa galih pramudhita,5,recommended pokoknya,2023-01-26
b1f267dd-5ec8-46aa-a0e6-454f7c5bbac1,florentius lesmana,5,keren banget ni aplikasi sangat membantu,2023-01-26
a8d9fe29-ccb7-4da9-b64e-c60f7a08f50d,alfonsa galih pramudhita,5,bagus deh aplikasinya,2023-01-26
794bf130-77bf-4504-85b7-4086e0652cff,theresia peni,5,"berguna banget, makasih ya",2023-01-26
