Pos Office Branch,User,Reviews,Rate,tanggal_review
kantor pos pusat surabaya kebonrojo,yayan m,"buka 7 hari dalam seminggu, layanan lengkap baik jasa pos maupun keuangan. tempat parkir juga luas, kalau parkir motor masuk saja paling kanan di bawah pohon-pohon peneduh dijamin adem motornya 😁  🌳🛵🚲🌳

terdapat bagian filateli untuk melengkapi koleksi benda-benda pos ataupun bila ingin mengirim surat berprangko dengan prangko tidak standar.

pengambilan paket dari luar negeri juga ada di kantor ini di bagian sayap kiri, di dekat atm/kantor p.t. antam.",5,2017-08-15
kantor pos pusat surabaya kebonrojo,anis a,"saya suka ke kantor pos kebunrojo. beberapa kali mengirim barang ke luar negeri selalu aman. lokasi bagus, besar, dan kagum dengan bangunan belandanya. hanya saja lebih baik kantor pos tidak perlu menyediakan produk asuransi",4,2021-08-15
kantor pos pusat surabaya kebonrojo,agustin jr,"saya kirim dokumen dari sby ke pati dr tgl 08/07/20, tgl 24/07/20 dokumen saya dikirim balik ke sya dlm keadaan basah dan rusak. komplain pos awal ktnya bukan kesalahan cab, email tdk di jwb, tlp cs pos juanda ktnya cuman transit, tlp cs kebon rojo basi tlp diangkat trus direject dr pg sampe siang. dtg ke cs kebon rojo jam 13.45 ktnya tutup jam 13.oo dan gk bisa layani meski di dlm msh ada cs nya ktnya bukan wewenangnya. kantor pos seolah mau lepas tanggung jawabnya. gak lg2 dech pake kantor pos. dr sekian kali ini yg paling parah.😠😠😠😠",1,2020-08-15
kantor pos pusat surabaya kebonrojo,umu sulkah,"ribet, saat pengambilan blt kurang dikondisikan. akhirnya kasihan sama yang tua2 berdiri berjam2 dan suara petugas tidak bisa didengar oleh warga yg  bagian belakang. kalau memang serius situasi banyak orang seharusnya petugas menggunakan mic, agar orang2 bisa mendengar panggilan dari petugasnya.",1,2023-08-15
kantor pos pusat surabaya kebonrojo,guntur indra,"tolong karyawan di masing-masing kabupaten diajari cara sortir paket dengan membaca, jangan sampai buta baca.
paket terlantar, sampai retur.
dimintai kejelasan & ganti rugi menghilang.
pelayanan buruk, attitude pegawai nol.
padahal diinputan web sudah ditulis depok, masih saya menyangkal. pegawainya minim attitude.",1,2022-08-15
kantor pos pusat surabaya kebonrojo,sieman s,"ditelpon tidak pernah ada yang terima. pelayanan publik yang sangat buruk.
seharusnya pemkot memberikan perhatian lebih kepada kualitas pelayanan kantor pos karena saya perhatikan semakin hari bukannya semakin baik tetapi malah sebaliknya.",1,2021-08-15
kantor pos pusat surabaya kebonrojo,lilik umrotul f sdn margorejo v menyimak,"kecewa banget.. instansi besar bumn tapi merugikan dan tidak bisa dipercaya. 🙃
kirim express next day tp terkirim 6hari kemudian. hahaha. coba pahami aturan yg anda buat. jika mmg tdk mampu jgn buat jenis kiriman tsb. mengajukan klaim hrs ke pusat, dan uang tdk lgsg cair pdhl rumah jauhhh... mengabaikan psbb.
klaim jg cuma 25%. pdhl harga 2xlipat dr yg pos kilat. mending pikir2 dulu ya kalau mau pake jasa kirim. mending pakai swasta aja yg jelas dan terpercaya.
sy minta maaf mungkin saya juga salah karena terlalu percaya dengan kinerja pos indonesia🙃🙏. makasih",1,2020-08-15
kantor pos pusat surabaya kebonrojo,vicky angelina,"saya sering berbelanja barang import, tolong pengerjaanya lebih cepat krn sy pun jg bayar pajak 20%++ dri harga barang yg brti sy jg berhak mendaptkan service yg sepadan. bahkan sampai lamanya saya dtg lgsg ke kantor pos utk mengambil sndiri krn paket sy ditelantarkan tdk dkirim” tanpa sebab selama 1 mgg",2,2022-08-15
kantor pos pusat surabaya kebonrojo,wisnu suwitowati,"sedih udah banyak yg tutup 🥲
sedikit peminatnya utk ke kantor pos
mgkn bs digalakkan lg ato bikin acara ato promo pengiriman agar ga sepi se sepi td 🥲 …",3,2022-08-15
kantor pos pusat surabaya kebonrojo,ari puji astuti,"kantor pos pusat di surabaya. di sini tidak hanya bisa melakukan kegiatan pos saja tetapi juga untuk pembayaran lain seperti air, listrik, dll. selain itu di kantor pos ini pula bisa dilakukan nasegel atau pemeteraian ulang dengan jadwal = senin s/d jumat jam 08.00 - 14.00 dan sabtu jam 08.00 - 12.00. anda cukup membawa dokumen yang dibutuhkan kemudian membeli meterai dan ditempelkan di dokumen tersebut. 1 meterai untuk 1 dokumen. biayanya pun gratis.",4,2019-08-15
kantor pos pusat surabaya kebonrojo,momo denah,"kalau saya sih sukak nya di gedung nya sih yaa.
peninggalan jaman kolonial masih kokoh dan terawat dengan baik. salah satu gedung yg punya s jarah panjang di surabaya.
untuk pelayanan yaa bagus laa ada customer servisnya juga. sama laa dengan kantor pos kantor pos biasanya.",5,2022-08-15
kantor pos pusat surabaya kebonrojo,bachtiar redy,"pelayanan bagus dan cepat, kadang nyrobot antrian krn tidak sesuai dengan pemanggilan nomor antrian! nyrobot karena kirim paket khusus marketplace! jd kagak masalah, perlu ditambah pembayaran menggunakan cashless agar mempermudah cara bayar",5,2021-08-15
kantor pos pusat surabaya kebonrojo,asha snd,"baru tau kmren ngnter temen kalo skg kantor pos dialihfungsikan untuk pengambilan surat tilang dari kejaksaan tj perak..

padahal cuma deket banget dari kejaksaan kenapa pengambilan surat tilang harus dikantor pos ya?",3,2021-08-15
kantor pos pusat surabaya kebonrojo,andre pok ame-ame,yg saya suka dri pos adalah kantornya yg indentik dg bangunan kuno n pnya nilai histori sejarah sprti di jemur sari n kebon rojo yg mrupakan sekolah bung karno dulu..adem n seolah2 sya brhalu dzaman dahulu^_^....gedung bersejarah msih trjaga dg baik,5,2022-08-15
kantor pos pusat surabaya kebonrojo,mila,expedisi ter bangke!!! kirim baso aci ke pontianak estimasi 4 hari di web. nyatanya 3 minggu cuyy. minta ganti rugi karna alasannya makanan kering di resi padahal udh dibilangin itu baso aci dituliss ditelfon orang nya pada begooo. grgr pelayanan anda yg sangat jelek ini saya rugi  bukannya mempermudah seller tp bikin rugi. jangan pernah pake pos indonesia,1,2020-08-15
kantor pos pusat surabaya kebonrojo,probo darono yakti,"kantor pos ini merupakan tempat bersejarah, mengingat posisinya dulu sebagai bangunan peninggalan belanda. sempat berfungsi sebagai hbs (hogere burgerschool), atau sma para indo dan belanda. konon, bung karno pernah bersekolah disini. masih simpang siur karena hbs yang berada di jalan wijayakusuma juga mengklaim hal yang sama (kini sma kompleks).

dengan parkir yang luas, baik motor ataupun mobil. kemudian anda dapat memasuki sebuah hall besar yang akan menyediakan kebutuhan pos anda, selain itu di dekat pintu depan tersedia banyak barang filatelis dan nunismatik. jika beruntung anda akan bertemu salah satu filatelis yang dikenal di surabaya, romadhon hariyanto.",5,2016-08-15
kantor pos pusat surabaya kebonrojo,avif andrianto,lokasinya samping jalan raya sehingga mudah untuk ditemukan. pelayannya cepat dan ramah. petugasnya siap membantu kita dan ramah. tempatnyaa bersih dan banyak benda2 kuno sehingga cocok buat spot foto. bangunan kuno dg langit2 tinggi sehingga sejuk dan nyaman saat berada di dalamnya. parkiran juga luas sehingga mudah untuk memarkirkan kendaraan.,5,2019-08-15
kantor pos pusat surabaya kebonrojo,abdul muis,"hari ini tgl 18-5-2020 jam 13:58 saya melakukan transaksi pembayaran listrik & saya sangat kecewa dg pelayanan kasir pd loket 16 terkesan ketus & tergesa - gesa.
apa memang ada target dlm 1 hari sehingga kok kerjanya kayak pelanggan disuruh cepat² & tergesa - gesa.",1,2020-08-15
kantor pos pusat surabaya kebonrojo,mr. peyek1922,mohon untuk beberapa oknum tukang parkir kantor pos kebunrojo sby agar sikapnya lebih ramah lagi. sudah banyak customer pada komplain mengenai sikap mereka yg angkuh.,5,2022-08-15
kantor pos pusat surabaya kebonrojo,dofan yulianto,kantor pos gak jelas ...udah sampe surabaya no bisa di hubungin dan alamat juga bener....bahkan kurir juga belum ketemu penerima ...tpi udah buat status di tolak penerima dan dikembalikan ke saya...kerja itu yang bener pak...jangan asal ...niat gak sih ngurusin ?,1,2021-08-15
kantor pos pusat surabaya kebonrojo,misbach fuady sitompul,"paket penting saya gak sampai2. padahal janjinya bisa sampai ke tangan saya kemarin sore. barusan saya telfon, di reject. hadeehhhh... gimana mau bersaing dengan swasta kalo gitu cara memperlakukan pelanggan?",1,2022-08-15
kantor pos pusat surabaya kebonrojo,papoy hildan,"ekspedisi opo iki !! paket kilat khusus gak di kirim kirim sampek 5 hari !!!

padahal malang - surabaya.. mengecewakan soalnya karyawane di dalam nginput sambil ngerokok truss buka baju dan santai santai !!",1,2020-08-15
kantor pos pusat surabaya kebonrojo,choirina tamimi,"untuk teman2 yang mau nasagel atau legalisir dokumen harus benar2 sebelum jam 2 siang. ini saya sampai sini jam 2.10 saja ternyata ditolak dan gabisaa stempel
mengecewakan.",1,2022-08-15
kantor pos pusat surabaya kebonrojo,jr cell,"layanan kantor pos kebonrojo (tugu pahlawan) dari dulu smpe sekarang 👎🏻👎🏻👎🏻👎🏻👎🏻
buruk seburuk buruknya

petugas dan cs jadwal amburadul, informasi tidak jelas, merugikan yg jauh-jauh datang, 2 kali datang hasil nihil. kena parkir juga 🤣

dikelola negara kok layanan 👎🏻",1,2021-08-15
kantor pos pusat surabaya kebonrojo,salus yustian,"gedung historis, pelayanan baik, staf ramah, walaupun tanpa ac tapi menunggu disini tetap terasa nyaman karena didesain oleh belanda dijaman kolonial dengan memperhatikan sirkulasi udara. sambil menunggu antrian bisa menikmati kemegahan arsitektur jaman kolonial.",5,2020-08-15
kantor pos pusat surabaya kebonrojo,yacob gato sura,"kantor pos besar surabaya yg dibangun thn 1916, bergaya arsitektur kolonial , mewakili era awal gaya art deco , akan menjadi sebuah creative hub, melalui proyek adaptive reuse .

sayap timur gedung ini adalah bekas sekolah sd mantan presiden ri pertama, soekarno",5,2022-08-15
kantor pos pusat surabaya kebonrojo,h. hamdani nusu,"bnr2 kecewa buanget...kirim dr sby ke mlng pki express next day, tarif yg tinggi. dr tgl 20 mei 2020 sampai tgl 26 mei 2020 blm juga nyampai. percuma ada layanan express, klo gak tau beda express sm biasa. ganti aja ""express next week, atau express sometimes""",1,2020-08-15
kantor pos pusat surabaya kebonrojo,alvian christ,"sangat sangat buruk paket saya di hilangkan, sudah komplain kata orang kantor mau di hubungi sama kurirnya tapi sampai detik ini kurir belum menelpon dan pihak kantor jika di telpon seprti orang baru bangun tidur, ndk lagi pakai pos indonesia buat ngirim barang mending pakai yang pasti2 aja yang sudah lama di bidang ekspedisi",1,2022-08-15
kantor pos pusat surabaya kebonrojo,devi winda,"kantor pos kebonrojo penuh dengan sejarah dan masih aktif beroperasi.  sempat tur keliling kantor pos, keren pokoknya.  petugasnya juga ramah dan welcome banget. benda filateli juga tersedia lho disini.",5,2019-08-15
kantor pos pusat surabaya kebonrojo,egy,"kantor pos ini merupakan bangunan peninggalan era belanda. kantor pos ini masuk ke dalam rangkaian surabaya heritage tour yang startnya ada di house of sampoerna. hingga kini, bangunan kantor pos ini masih apik terawat, dan masih digunakan untuk melayani urusan kantor pos. mengacu pada penjelasan tour guide, kantor pos ini dulunya merupakan sekolah jaman belanda yang dikhususkan untuk orang-orang belanda, orang-orang tionghoa yang kaya raya, dan orang-orang keturunan ningrat/bangsawan pribumi. di sini presiden pertama indonesia, soekarno, juga pernah menempuh pendidikan.
untuk para pelancong, tidak perlu khawatir, karena di kantor pos ini kalian dapat membeli cinderamata berupa perangko atau post card, koleksi uang-uang kuno juga ada di sini.",5,2019-08-15
kantor pos pusat surabaya kebonrojo,yoogha1725,"bangunan historis di surabaya, masih kental suasana kolonial belanda. pernah kesini karena tertarik untuk lihat pameran numismatik. disini kumpul para filatelis dan penggemar banknote. pernah cari kartupos dan dapat yang murah, dapat kenalan baru. buat filatelis ini tempat yang recommended, cuma belum sempet mampir ke divisi filatelinya untuk berburu stamps dan benfil lainnya. mudah dijangkau tempatnya, dekat dengan stasiun surabaya kota. jadi bisa ditempuh dengan jalan kaki kalau turun dari stasiun kota.",5,2018-08-15
kantor pos pusat surabaya kebonrojo,muslimatul khoiriyah,"kantor pos kebonrojo merupakan bangunan bersejarah dan sudah menjadi cagar budaya. dulu bangunan ini sbelum mnjadi kantor pos merupakan sekolah hbs (hogere burger school) dimana dulu pak karno pernah bersekolah disini selama 5thn, dan kemudian berubah menjadi kantor pos. disini kantor pos identik dg wrna orens karena merupakan warna dr negara belanda sendiri.",5,2019-08-15
kantor pos pusat surabaya kebonrojo,herdiyanto setiyawan,"antar 18 jan 2021 21:00:57
lalu 18 jan 2021 21:22:22 status: alamat tidak lengkap  salah tulis

tapi 19 jan 2021 11:15:54 pesanan bs diantar

klo memang males ngirim gk usah pake alasan alamat tidak lengkap. jujur saja, tulis barang masih di pos.

emang ajaib jasa yg 1 ini, padahal udah pake yang pos kilat khusus",1,2021-08-15
kantor pos pusat surabaya kebonrojo,linda fatmawati,"saya kesini hanya berkunjung, sehingga kurang tahu bagaimana pelayanannya. dahulu merupakan bangunan rumah yang kemudian di rubah menjadi stasiun, masih terlihat sisanya dari bentuk atapnya yang tinggi. kemudian digunakan sebagai bangunan sekolah (hbs). hingga terakhir digunakan untuk gedung kantor pos.",4,2018-08-15
kantor pos pusat surabaya kebonrojo,syahiful sulung,"kantor pos kebonrojo atau yang dikenal oleh wong suroboyo yaitu kantor pos besar.
ini adalah salah satu kantor pos pusat yang terbesar disurabaya.

kata orang orang sepuh gedung ini adalah dulu sekolahan dari bung karno (ir.  soekarno) presiden ri ke-1 dan juga proklamator.

kantor pos besar ini merupakan cagar budaya surabaya jadi dari dulu hingga sekarang belum pernah mengalami perombakan bentuk.

disini lengkap lo bisa kirim surat, barang, uang, legalisir surat bermaterai,  gadai emas dan juga ada kantor antam.",5,2018-08-15
kantor pos pusat surabaya kebonrojo,ebith joenaidi,"kantor pos pusat atau sering disebut juga kantor pos besar kebon rojo, karena memang letaknya di jalan kebon rojo, adalah kantor pos yang sudah melewati masa jaya-jayanya, karena di era digital ini sudah jauh berkurang aktifitasnya, dulu saat lebaran, kartu ucapan lebaran sampai menggunung, sekarang mungkin sudah tak ada lagi, tapi setidaknya bangunan kolonial bisa sebagai cagar budaya, yang tak ternilai harganya",5,2022-08-15
kantor pos pusat surabaya kebonrojo,roy. hanock,"ngirim dri pare tgl:23  tujuan sulawesi  sampe tgl:2 februari  kenapa masih dlm proses dan kapan bisa di trima nya.  padahal kita udah bayar mahal""  pak/ibu pos mohon penjelasan nya. trimakasih",1,2020-08-15
kantor pos pusat surabaya kebonrojo,farizki fariz,"kantor pos kebon rojo ini merupakan kantor pos yang besar dan berada di wilayah utara.
setiap paket dan surat yang akan dikirimkan dibagian utara selalu transit di kantor pos ini dari kantor pos juanda.
bapak bapaknya rama sekali saat kita ambil pos langsung.
bangunannya masih seperti jaman belanda, banyak pintu besar. dan bangunannya tinggi.",5,2019-08-15
kantor pos pusat surabaya kebonrojo,gemini saga,"paketan sudah sampai surabaya kok belum di kirim ke penerima?? ini kurirnya gimana??
padahal sampai surabaya tgl 23 april.. resi nmr 177779596807.. mohon di perhatikan kinerja karyawan kilat khusus malang surabaya kok jadi seminggu lebih",1,2020-08-15
kantor pos pusat surabaya kebonrojo,novi sersisca,waktu ambil money gram sudah nunggu lama gk pakai duduk.. eh ternyata gk bisa diambil krn sistem katanya.... batal deh,3,2023-08-15
kantor pos pusat surabaya kebonrojo,noviani,"sangat buruk sekali kakak, untuk pengambilan blt ditempat ini, lansia dan bumil tetap disuruh nunggu loh, pelayanan yang buruk dan panas, semoga tambah jaya ya pos indonesia 🥳 …",1,2023-08-15
kantor pos pusat surabaya kebonrojo,adi wijaya,"pelayanan satpam yg jaga di hari jumat, 9 april 2021 jam 08.00, sangat tidak simpatik. hanya mengonfirmasi tentang nomor antrian saja, jawabannya sangat tidak ramah. mohon dievaluasi.",1,2021-08-15
kantor pos pusat surabaya kebonrojo,sadam faqi,capek tiap hari harus selalu cek resi ngecek apa kira-kira sdah smpek rumah... kenapa pelayanannya lamban sekali. kecewa banget. tolong dong... itu yg menerima paket butuh banget. sekalipun telat sehari dua hari gak maslah. tapi ya jangan sampai seminggu juga. smpek jamuran yg nungguin,1,2019-08-15
kantor pos pusat surabaya kebonrojo,ipunk gokil,pelayanan baik sekali,5,2025-07-25
kantor pos pusat surabaya kebonrojo,angga dwi,"pengiriman sudah 2 hari tiba di surabaya tapi tidak terkirim kirim!!!!!!
hari pertama rumah kosong,,jelas jelas ada orang tua di dalam klo emg tidak ada ya se enggaknya tanya ke tetangga sebelah biar di panggilkan ,sebelah rumah kanan kiri juga ada penghuninya!!!
hari ke 2 padahal hari pertama sudah menemukan alamatnya tp di hari ke 2 dikonfirmasi alamat tidak sesuai/ tidak ditemukan
tolong lah kantor pos itu sudah legend masa kayak gini tidak bisa mengatasi!!!!",1,2020-08-15
kantor pos pusat surabaya kebonrojo,agus priambodo,kantor pos besar kebonrojo adalah salah satu bangunan cagar budaya kota surabaya. gedung peninggalan penjajahan kolonial belanda ini masih berdiri kokoh dan dalam keadaan terawat dengan baik. di gedung ini dahulu pernah menjadi sekolah presiden ri pertama ir. soekarno. masih digunakan untuk aktifitas kantor pos paling besar di wilayah surabaya. kita bisa melihat2 benda benda pos kuno jaman dahulu,4,2018-08-15
kantor pos pusat surabaya kebonrojo,mochindra yana,"barang saya tidak terkirim selama 1 bulan lebih ke australia ,dan 4 lagi tidak terkirim,,pengiriman macam apa ini ,,pegawai custumer servicenya cuek sekali, saya sangat kecewa dengan pelayanan pos, mohon jangan pake pos dari pada paket anda hilang",1,2022-08-15
kantor pos pusat surabaya kebonrojo,purnama,"kantor pos ini merupakan kantor pos besar atau pusat di surabaya. kantor pos ini melayani berbagai macam pelayanan, seperti wesel, kirim surat, kirim pake, kirim uang, maupun pelayanan pengambilan dana pensiun. kantor pos ini juga merupakan bangunan bersejarah di surabaya. kantor pos ini biasanya juga menerima tamu wisatawan ataupun pelajar untuk diberi pengetahuan mengenai sejarah singkat kantor pos tersebut.",5,2018-08-15
kantor pos pusat surabaya kebonrojo,miftahhul hudha,kiriman paket saya tidak datang2 sudah 1bulan lebih status tracking juga tidak jelas barang sampai dimana. untuk contact kantor juga susah tersambung. mohon  lebih ditingkatkan lagi untuk pelayanannya.,1,2020-08-15
kantor pos pusat surabaya kebonrojo,yuni kristinawati,tempatnya unik dan historical banget. bangunannya cukup luas untuk pelayanannya juga bagus. jasa penjemputan barangbjuga sudah ada. semakin cepat untuk seller mengirim barang. layanan kilatnya top,5,2018-08-15
kantor pos pusat surabaya kebonrojo,sandyawati kartika,"bagian dalam kantor pos kebonrojo sungguh sangat bagus, penuh cerita, dan penuh kenangan jaman dulu
pernah jadi tempat sekolah presiden pertama ri
gak bosen main kesini berulang kali",5,2022-08-15
kantor pos pusat surabaya kebonrojo,ulung tri topan putra samodra,lokasinya berada di jalan kebon rojo dekat dengan monumen tugu pahlawan. pelayanan sangat cepat dan ramah. tidak hanya melayani pengiriman barang atau surat tetapi juga melayani berbagai macam transaksi pembayaran beberapa merchant.,4,2019-08-15
kantor pos pusat surabaya kebonrojo,rafiah shahzadi,"pelayanan sangat buruk. jasa pos express yang harusnya 1 hari nyampe tapi zonk. di telp juga gak di angkat. benar2 sangat tidak memuaskan. nyesel banget pakai jasa pos, tidak komitmen sama sekali",1,2019-08-15
kantor pos pusat surabaya kebonrojo,ammanda,"tempat luas, loketnya banyak pelayanan juga sigap, tapi gatau deh kenapa satpamnya yg perempuan mukanya kyk bete mulu tiap ditanyain pengunjung😅 …",4,2021-08-15
kantor pos pusat surabaya kebonrojo,ulfa niswa,"paketan ditaruh dc surabaya berhari2, padahal dirumah selalu ada orang. kalau kayak gini jadi buang2 waktu dan tenaga buat ngambil barang.  mana lokasinya jauh dari rumah. kita bayar kita yg susah",2,2021-08-15
kantor pos pusat surabaya kebonrojo,sri sudarti,"saya kirim paket dr sragen ke tuban, dr tanggal 5 -17 belum sampai jg padah pos kilat, pengaduan ke sragen katanya udh di surabaya, tp ternyata sampai sekarang belum sampai juga, padahal itu ada dokumen sangat penting,  coba telfon pos surabaya juga tidak diangkat,  terus tindak kelanjutannya gimana ini, saya harus bagai mana biar paketan saya cepat sampai ,",1,2020-08-15
kantor pos pusat surabaya kebonrojo,sheilla endriani,"lemot banget palayanan buat asabrinya sumpah, sistem antriannya gajelas udah nunggu 3 jam belum kepanggil",1,2023-08-15
kantor pos pusat surabaya kebonrojo,ana asyaif,"kecewa banget dg keamanan nya ... ke hilangan helm di anggap sepele ... yang penanggung jawabnya kurang tanggung jawab pada hal kami bayar ,percaya untuk keamanan yg ada namun yg parkir yg di salahkan ... tau githuw saya pakek aja di ke dalam... nanti pas di pakek mohon maaf helm harus di lepas 😂😂😂 …",2,2022-08-15
kantor pos pusat surabaya kebonrojo,seno black,"kantor pos ini,buruk pelayanan nya... kurirnya malas...kiriman ga sampai2 uda 2x kyk gini...yg pertma 5 hri pdahal cmn pasuruan -sby,skg kebumen -sby 8hri blm sampai2 dgn alsan alamat yg dituju orgnya tidak ada di tmpat,...pdahal ada knpa ga di ketok pintunya,.. ada tlpon knpa ga di tlpon.. cs nya juga judes2 ga mau dengerin dulualah ikut marah2 padahl yg marah yg punya barang,.. dasar",1,2020-08-15
kantor pos pusat surabaya kebonrojo,susanti susanti,"tempat yg luas, serta parkir yg memadai, pelayanan jg terbilang cepat, tp sayang klau pas waktu gajian pensiunan, desak2an, yg mana pada saat pandemi begini sangat tdk disarankan, kurangnya jaga jarak membuat rasa khawatir juga, karena rata2 yg ambil gaji pensiunan, para lansia,,dimana resiko kesehatan sangat rawan di saat pandemi sprt skrg ini",5,2021-08-15
kantor pos pusat surabaya kebonrojo,amalia ima,"gimana  kurir kantor pos tandes knp kl g ada org ditempat g tlp pnerima atau pngirim.
padahal sy pke express . tolong diperbaiki sistem ny",1,2021-08-15
kantor pos pusat surabaya kebonrojo,koko traveler sejati,"pengalaman terparah sepanjang masa""paketan dari malang ke sby sudah satu minggu ga sampai2 hingga saat ini'barang sampai mana juga ga ada kepastian padahal urgent banget barang mau di pakai...cukup skli ini saja pakai jasa pos mengecewakan...",1,2021-08-15
kantor pos pusat surabaya kebonrojo,riefah azizah,"mohon di infokan ke kurir tandes yg antar cod ke alamat

nama :bu sutik
alamat :toko lestari balongsari blok 2f no.10 tandes surabaya
pada tgl 16 mater2020
untuk menyetorkan uang saya ke mpospay",1,2020-08-15
kantor pos pusat surabaya kebonrojo,musyafa' tanjung,"gedung yang sangat luas seperti zaman belanda, selain sebagai kantor pos digunakan juga untuk promosi produk tertentu.
ada kantor telkomsel dan bank mandiri juga.",4,2020-08-15
kantor pos pusat surabaya kebonrojo,tazkiyah dewi,"sangat tidak baik dan kompeten dalam membuat sistem, butuh evaluasi dan perombakan pegawai yang lebih cerdas dan memiliki kapabilitas yang bagus.
jangan lupa nepotismenya dikurangin ya",1,2023-08-15
kantor pos pusat surabaya kebonrojo,joni channel official,kesini untuk pengiriman barang. dilayani dengan baik oleh petugas sehingga pengiriman cepat dan murah. sementara pernah kesini dengan urusan komplain kiriman rusak cs nya parah lempar-lempar urusan ke kantor pos penerima sedang resi asli di pengirim.,5,2019-08-15
kantor pos pusat surabaya kebonrojo,chayoo zen,"mau nanyak untuk pengambilan dokumen / amplop pin dari google adsense dimana ya tepatnya? soalnya di cari2 katanya belum ada tunggu sampai 2 bulan, padahal dr google estimasinya 2 minggu atau 1 bulan, mohon infonya makasih.",5,2021-08-15
kantor pos pusat surabaya kebonrojo,muchammad fikri arfandia,"kantor pos kebonrojo ini adalah kantor pos terbesar di surabaya sejak jaman belanda hingga saat ini diambil alih oleh indonesia, gaya bangunan masih khas belanda yang dulunya adalah sekolah elite, pak presiden ir.soekarno pun pernah bersekolah disini sebelum berubah menjadi kantor pos yang unik di bangunan kantor pos ini adalah kaca di bagian atas depan dan belakang adalah kaca anti salju nah loh.. padahal indonesia kan negara tropia mana ada salju hahaha belanda emang unik ya",5,2019-08-15
kantor pos pusat surabaya kebonrojo,die dee,"wah...buat kirim2 barang surat..dari dulu sudah terkenal ini mah, gedung nya apalagi...bagus..banget... ayo ke kantor pos aja..",5,2022-08-15
kantor pos pusat surabaya kebonrojo,luluk fajriyah,terbaik,5,2025-07-25
kantor pos pusat surabaya kebonrojo,yanrisca sany rachmana,"lokasinya di dkt tugu pahlawan. bangunannya masih bangunan jaman dulu. lokasinya jadi satu dgn mandiri taspen dan atm center. parkir mobil disini murah, cm 4rb. parkir utk mobil sgt luas.",4,2019-08-15
kantor pos pusat surabaya kebonrojo,joglo bringin rejo,tolong ya pak ... di perhatikan pengiriman yg ada di ternate... saya boleh minta kontaknya kantor di ternate... di kasih uang baru di kirim ke tujuan,1,2023-08-15
kantor pos pusat surabaya kebonrojo,sulistyo paijo,"mau cari barang saya,  estimasi pengiriman 3 hari,  ini sampek 6 hari belum saya terima.
tapi no tlp yang tercantum gak ada respon.
terus buat apa kantor pos di kasih no tlp",1,2020-08-15
kantor pos pusat surabaya kebonrojo,iwan aweng,"mohon maaf.. kiriman saya dengan no seri 40374b1sg000188 ko belum nyampe ya padahal pake jasa expres yang tertera di dalam resi satu hari pengiriman..
coba tolong d cek ya pak",1,2019-08-15
kantor pos pusat surabaya kebonrojo,muhammad sugiono,"beberapa hal yang terkait:
1. petugas ramah
2. dekat gedung bank indonesia (bi), jl pahlawan
3. dekat kantor polrestabes kota surabaya, jl. sikatan
4. dekat dengan kantor pelayanan perizinan terpadu (p2t) badan penanaman modal jatim, jl. pahlawan
5. dekat dengan gedung dprd jatim
6. dekat dengan masjid kemayoran (dulu dikenal dengan masjid takmiriyah)
7. dekat dengan gedung pemprov jatim
8. dekat dengan tugu pahlawan
9. dekat dengan gedung bank mandiri
10. dekat dengan surabaya country, kedai surabaya
11. dekat dengan kantor pt. pelni",4,2019-08-15
kantor pos pusat surabaya kebonrojo,wulan collection,"mau nnya donk , paket saya blm jg d antar k saya sttusnya pngrmn gagal
ni saya rencana lgsung ambil ksna kira2 barangnya ada gk ya d kantor pos yg buruk plynannya ni maslahnya rumah saya jauh dbenowo.tkutnya udh jauh2 ke kebon rojo barang saya g ad dsana",1,2021-08-15
kantor pos pusat surabaya kebonrojo,wilson and whitney channel,"jgn buka layanan cod terus uang customer tdk dibayar, dikomplain tdk ada respon gunanya cs buat apa? kirim barang bukan pembelinya yg tdk bayar tp pos nya yg tdk bayar",1,2020-08-15
kantor pos pusat surabaya kebonrojo,yusuf maulana,bangunan cagar budaya di surabaya ini sekarang dipakai oleh kantor pos. dulu bangunan ini merupakan hoogere burger school (hbs) tempat bung karno menuntut ilmu semasa muda,5,2019-08-15
kantor pos pusat surabaya kebonrojo,rifky satria,pelayanan buruk. saya ambil bsu ngotot di bilang hangus. terus saya ambil bsu di ponorogo bisa. tolong kalau gk bisa jgn bilang hangus.,1,2023-08-15
kantor pos pusat surabaya kebonrojo,g_ h_p,di ruang cs isinya orang sombong . kita cuma datang minta tolong untuk pengaduan barang belum juga sampai malah di ketawain.  semoga rejeki kalian lancar aja,1,2021-08-15
kantor pos pusat surabaya kebonrojo,romadhon hariyanto,"selain kirim juga bisa beli prangko untuk kirim maupun koleksi, ada juga uang lama, meterai lama, kertas segel, kirim uang, pembayaran kartu kredit,  angsuran sepeda motor, byr air, listrik dll",5,2018-08-15
kantor pos pusat surabaya kebonrojo,noer sida,"salah satu kantor pos di surabaya, tempat cukup besar, parkiran luas, staff koperatif membantu. saya mencoba mengirimkan paket dan sampai tepat waktu.👏 …",5,2019-08-15
kantor pos pusat surabaya kebonrojo,laura khiel,"paket saya yg pakai sistem cod transaksi tgl 14sept ket uda di terima tapi uang belum masuk, aku telpon g ada yg angkat, tolong kerjasama nya ya jgn buat kami was2  sebagai customer..",1,2020-08-15
kantor pos pusat surabaya kebonrojo,tommy sioegianto,"tidak ada ambil nomer antrian, yg antri 20 lebih, loket ada 10 tapi yang dibuka cuma 1",1,2023-08-15
