Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Besar Pontianak,Ridho Wahyu Wisuda,Kurang gercep.,3,4 tahun lalu
Kantor Pos Besar Pontianak,birned satriadi,Telpon tidak pernah di angkat,2,8 tahun lalu
Kantor Pos Besar Pontianak,Ahmadi Susanto,KECEWA,1,5 tahun lalu
Kantor Pos Besar Pontianak,186 Pay,Kantor Pos Pontianak,5,8 tahun lalu
Kantor Pos Besar Pontianak,abdu somad,Mantap...👍 …,5,4 tahun lalu
Kantor Pos Besar Pontianak,ELVRIOZ,Mantep,5,4 tahun lalu
Kantor Pos Besar Pontianak,ramlan dede,LAMBAT..👎👎👎👎👎 …,1,7 tahun lalu
Kantor Pos Besar Pontianak,hardi yanto,Kantor pos Pontianak,3,8 tahun lalu
Kantor Pos Besar Pontianak,Elicia Javiera,"Tempat ini dulunya kantor pos lama, tetapi telah direnovasi menjadi lebih modern. Mudah dikenali karena sebelumnya terdapat pertigaan dan terletak di tengah. Terdiri dari warna putih dan oranye. Saat sampai di sana, kita dorong pintunya untuk membuka dan jangan lupa pilih nomor antrian di sebelah kanan, di samping pintu saat membuka. Setelah itu, Anda bisa pergi ke sebelah kanan, di sana terdapat meja yang berisi lem (untuk merekatkan perangko, surat, dll.), slip wesel pos, dan lain-lain. Anda bisa membaca informasi di sana atau bertanya kepada operator. Setelah itu, Anda bisa menunggu di ruang tunggu. Tersedia banyak kursi dan tunggu hingga nomor Anda dipanggil. Setelah itu, Anda bisa pergi ke nomor operator sesuai perintah. Anda bisa memberikan nomor yang Anda dapatkan, lalu mereka akan memproses dan membayar. Biayanya berbeda-beda, tergantung permintaan Anda. Jika Anda ingin mengirim surat dari Pontianak ke Jakarta dengan ""kilat khusus"", Anda harus membayar Rp 20.500.",3,Diedit 7 tahun lalu
Kantor Pos Besar Pontianak,Awal SJR,"Kantor pusat milik pemerintah yang melayani pengiriman dokumen dan barang dan berlokasi di kota Pontianak. Kantor ini buka hingga sore hari untuk melayani pelanggan. Kantor ini juga melayani penjualan bea materai, pembayaran pajak dan sebagainya. Kantor ini juga melayani pengiriman dan pengambilan barang dari luar negeri. Tempat parkir di sini cukup luas baik untuk mobil maupun motor.",3,2 tahun lalu
Kantor Pos Besar Pontianak,Aprilia Aprilia,"Mereka punya nomor telepon CS di WhatsApp untuk bertanya, dan responsnya cepat. Jadi, saya WhatsApp mereka sebelum datang untuk memastikan mereka punya barang yang saya inginkan. Saya datang ke sini dan ditangani oleh Ibu Sari. Saya mengirim sekotak barang ke Nederland seberat 15 kg dengan biaya yang sangat terjangkau. Biasanya saya kirim dari Jakarta, tapi ini pertama kalinya saya kirim dari Pontianak. Sari sabar dan pelayanannya sangat memuaskan. Sopan dan baik. Saya akan kembali karena ada 5-8 kotak yang harus dikirim ke Nederlands! Semoga pelayanannya tetap baik saat saya kembali 👍🏻",5,setahun lalu
Kantor Pos Besar Pontianak,Boby Mugi Pratama,"Saya tidak sengaja kehilangan catatan konsinyasi saya. Ketika saya datang ke kantor meminta mereka untuk mencetak yang baru, mereka tidak dapat mencetaknya atau bahkan memberi saya nomor nota pengiriman.

Saya hanya memerlukan nomor catatan pengiriman untuk pelacakan.",1,8 tahun lalu
Kantor Pos Besar Pontianak,Erwin Lay,Kantor posnya nyaman. Pelayanannya masih bisa ditingkatkan. Waktu tunggunya agak lama,4,7 tahun lalu
Kantor Pos Besar Pontianak,Rykin,"tidak ada petunjuk arah yang jelas untuk pengunjung baru, waktu pelayanan oke.",3,6 tahun lalu
Kantor Pos Besar Pontianak,Kristian Sakti,Tempat yang bagus tapi harus profesional,4,6 tahun lalu
Kantor Pos Besar Pontianak,TisuMagic Gaming,Lambat,1,setahun lalu
Kantor Pos Besar Pontianak,Regina Then,Western Union tersedia di sini,4,5 tahun lalu
Kantor Pos Besar Pontianak,Fingki Sentosa,Tempat kuno jadi waspadalah,3,9 tahun lalu
Kantor Pos Besar Pontianak,susiloisasi,Post Indonesia satu & selamanya 👌 …,4,6 tahun lalu
Kantor Pos Besar Pontianak,Melki Sidik,Bersih,3,9 tahun lalu
Kantor Pos Besar Pontianak,Muhamma Dun,Mereka berpose,3,11 tahun lalu
Kantor Pos Besar Pontianak,Andru Alexander,Kantor Pos Lokal,4,8 tahun lalu
Kantor Pos Besar Pontianak,KumbanKuning,📬📮 …,5,9 tahun lalu
Kantor Pos Besar Pontianak,Januaryanto,Pelayanan buruk,1,3 tahun lalu
Kantor Pos Besar Pontianak,achmat miftachuddin,Menyesap,4,10 tahun lalu
Kantor Pos Besar Pontianak,Wahyu Waskito,Pelayanan yang baik,5,8 tahun lalu
Kantor Pos Besar Pontianak,ej_ jak,Sudah lama sekali,1,6 tahun lalu
Kantor Pos Besar Pontianak,Parman Harsodimulyo,Klasik....,3,9 tahun lalu
Kantor Pos Besar Pontianak,Alessio Christoffer,layanan buruk,1,3 tahun lalu
